stage,channel_index_0based,wavelength_nm_approx,mean_pseudo_absorbance,sd_pseudo_absorbance,n
1,37,1077.5862068965516,0.24653659760951996,0.05874821916222572,2242
1,38,1081.0344827586207,0.24667832255363464,0.05887594446539879,2242
1,39,1084.4827586206898,0.2468317598104477,0.05900474265217781,2242
1,40,1087.9310344827586,0.24704088270664215,0.059158019721508026,2242
1,41,1091.3793103448277,0.24721920490264893,0.059270069003105164,2242
1,42,1094.8275862068965,0.24767178297042847,0.05942939966917038,2242
1,43,1098.2758620689656,0.24823498725891113,0.05964145436882973,2242
1,44,1101.7241379310344,0.24926863610744476,0.059951987117528915,2242
1,45,1105.1724137931035,0.25072911381721497,0.060289204120635986,2242
1,46,1108.6206896551723,0.2533590495586395,0.060917675495147705,2242
1,47,1112.0689655172414,0.2573127746582031,0.06179598718881607,2242
1,48,1115.5172413793102,0.2630465626716614,0.06312542408704758,2242
1,49,1118.9655172413793,0.2699567973613739,0.06480889022350311,2242
1,50,1122.4137931034484,0.2779548466205597,0.06681973487138748,2242
1,51,1125.8620689655172,0.28629815578460693,0.06892871856689453,2242
1,52,1129.3103448275863,0.2944793403148651,0.07094737142324448,2242
1,53,1132.7586206896551,0.30153894424438477,0.07266371697187424,2242
1,54,1136.2068965517242,0.3075196444988251,0.07413077354431152,2242
1,55,1139.655172413793,0.31218621134757996,0.075223408639431,2242
1,56,1143.103448275862,0.31589722633361816,0.0761597752571106,2242
1,57,1146.551724137931,0.31889569759368896,0.07691655308008194,2242
1,58,1150.0,0.3213747441768646,0.07757934182882309,2242
1,59,1153.4482758620688,0.3235989511013031,0.07817580550909042,2242
1,60,1156.896551724138,0.3257844150066376,0.07877424359321594,2242
1,61,1160.344827586207,0.32784855365753174,0.07931956648826599,2242
1,62,1163.7931034482758,0.3302393853664398,0.08003094792366028,2242
1,63,1167.2413793103449,0.3321194648742676,0.08055362105369568,2242
1,64,1170.6896551724137,0.3336687684059143,0.08105120062828064,2242
1,65,1174.1379310344828,0.3344394862651825,0.08131277561187744,2242
1,66,1177.5862068965516,0.3347632884979248,0.08147474378347397,2242
1,67,1181.0344827586207,0.3343983292579651,0.08140217512845993,2242
1,68,1184.4827586206898,0.33358970284461975,0.0812343880534172,2242
1,69,1187.9310344827586,0.33203864097595215,0.08084844052791595,2242
1,70,1191.3793103448274,0.3301367461681366,0.08038142323493958,2242
1,71,1194.8275862068965,0.32762381434440613,0.07982251793146133,2242
1,72,1198.2758620689656,0.3249456584453583,0.07921171188354492,2242
1,73,1201.7241379310344,0.32197046279907227,0.07856887578964233,2242
1,74,1205.1724137931035,0.31939634680747986,0.07801366597414017,2242
1,75,1208.6206896551723,0.3167414367198944,0.07747980952262878,2242
1,76,1212.0689655172414,0.3144771158695221,0.07703693211078644,2242
1,77,1215.5172413793102,0.3121398687362671,0.07657264173030853,2242
1,78,1218.9655172413793,0.3103429675102234,0.0762663334608078,2242
1,79,1222.4137931034484,0.3084941804409027,0.07592635601758957,2242
1,80,1225.8620689655172,0.3070957660675049,0.0756777673959732,2242
1,81,1229.310344827586,0.3056376874446869,0.0754229947924614,2242
1,82,1232.7586206896551,0.3044279217720032,0.07520529627799988,2242
